"country"	"danceability"	"energy"	"loudness"	"speechiness"	"acousticness"	"instrumentalness"	"liveness"	"valence"	"tempo"	"track.duration_ms"
"794"	"UnitedKingdom"	0.784	0.43	-8.756	0.0364	0.123	0	0.0887	0.236	127.087	159381
"795"	"UnitedKingdom"	0.859	0.619	-9.434	0.121	0.137	0	0.0933	0.631	132.01	221818
"796"	"UnitedKingdom"	0.653	0.259	-13.336	0.0595	0.903	0	0.362	0.835	142.157	155453
"797"	"UnitedKingdom"	0.755	0.522	-4.368	0.0575	0.533	0	0.0685	0.925	89.96	157560
"798"	"UnitedKingdom"	0.598	0.427	-8.764	0.0317	0.0546	5.83e-06	0.21	0.0605	76.469	175720
"799"	"UnitedKingdom"	0.737	0.828	-4.711	0.0396	0.0149	0.000583	0.0862	0.517	124.052	208473
"800"	"UnitedStates"	0.676	0.771	-3.675	0.0483	0.0237	7e-06	0.102	0.569	99.048	207133
"801"	"UnitedStates"	0.621	0.601	-5.616	0.148	0.0522	0	0.46	0.457	116.735	163636
"802"	"UnitedStates"	0.695	0.762	-3.497	0.0395	0.192	0.00244	0.0863	0.553	120.042	215280
"803"	"UnitedStates"	0.531	0.75	-5.831	0.111	0.00632	7.6e-05	0.117	0.198	169.954	200080
"804"	"UnitedStates"	0.755	0.522	-4.368	0.0575	0.533	0	0.0685	0.925	89.96	157560
"805"	"UnitedStates"	0.513	0.796	-4.075	0.0629	0.00147	0.000209	0.0938	0.345	171.017	201573
"806"	"UnitedStates"	0.598	0.427	-8.764	0.0317	0.0546	5.83e-06	0.21	0.0605	76.469	175720
"807"	"UnitedStates"	0.784	0.43	-8.756	0.0364	0.123	0	0.0887	0.236	127.087	159381
"808"	"UnitedStates"	0.769	0.787	-3.909	0.367	0.189	0	0.129	0.836	126.77	159714
"809"	"UnitedStates"	0.704	0.225	-14.454	0.0994	0.902	0.657	0.106	0.243	120.006	245425
"810"	"UnitedStates"	0.335	0.625	-7.462	0.0386	0.164	0	0.0708	0.346	150.277	241106
"811"	"UnitedStates"	0.474	0.631	-5.884	0.343	0.0687	0	0.132	0.425	180.051	189322
"812"	"UnitedStates"	0.548	0.816	-4.209	0.0465	0.122	0	0.335	0.557	95.39	174000
"813"	"UnitedStates"	0.501	0.405	-5.679	0.0319	0.751	0	0.105	0.446	109.891	182160
"814"	"UnitedStates"	0.701	0.425	-10.965	0.375	0.328	0.13	0.1	0.562	135.128	194087
"815"	"UnitedStates"	0.825	0.593	-6.401	0.0988	0.688	0.000161	0.17	0.54	98.078	209754
"816"	"UnitedStates"	0.715	0.624	-3.046	0.114	0.11	0	0.123	0.412	158.087	173325
"817"	"UnitedStates"	0.589	0.472	-8.749	0.0502	0.614	0	0.505	0.898	67.196	126266
"818"	"UnitedStates"	0.778	0.559	-7.109	0.0776	0.128	0	0.399	0.678	129.989	185093
"819"	"UnitedStates"	0.759	0.548	-6.049	0.029	0.0392	0	0.0828	0.749	116.967	190799
"820"	"UnitedStates"	0.745	0.642	-6.257	0.287	0.0204	0	0.0658	0.226	179.974	131240
"821"	"UnitedStates"	0.799	0.526	-5.153	0.0717	0.334	0.00174	0.0571	0.746	129.875	150475
"822"	"UnitedStates"	0.698	0.454	-6.756	0.151	0.123	0	0.155	0.137	92.932	260640
"823"	"UnitedStates"	0.809	0.545	-6.678	0.0735	0.392	0	0.151	0.244	97.008	180434
"824"	"UnitedStates"	0.754	0.424	-8.463	0.0363	0.643	0	0.0652	0.806	119.705	130973
"825"	"UnitedStates"	0.778	0.317	-10.732	0.334	0.592	0	0.0881	0.327	140.048	178626
"826"	"UnitedStates"	0.58	0.653	-3.818	0.0745	0.447	0	0.111	0.175	150.231	174960
"827"	"UnitedStates"	0.829	0.539	-7.359	0.208	0.136	1.78e-06	0.103	0.388	99.96	149546
"828"	"UnitedStates"	0.876	0.662	-6.482	0.426	0.0608	0	0.127	0.844	75.445	163320
"829"	"UnitedStates"	0.525	0.621	-7.364	0.116	0.0489	0	0.294	0.591	191.9	204093
"830"	"UnitedStates"	0.724	0.491	-6.024	0.0296	0.018	1.29e-05	0.0887	0.383	105.046	170746
"831"	"UnitedStates"	0.837	0.364	-11.713	0.276	0.149	0	0.271	0.463	123.984	213593
"832"	"UnitedStates"	0.764	0.32	-7.209	0.0546	0.837	0	0.0822	0.575	91.019	189486
"833"	"UnitedStates"	0.575	0.621	-8.165	0.032	0.0392	0.0045	0.141	0.27	101.987	172213
"834"	"UnitedStates"	0.24	0.598	-8.435	0.037	0.766	0	0.117	0.776	202.082	151933
"835"	"UnitedStates"	0.787	0.713	-5.252	0.401	0.0849	0	0.717	0.762	175.041	148759
"836"	"UnitedStates"	0.932	0.547	-7.787	0.333	0.0388	0	0.0924	0.695	94.998	176640
"837"	"UnitedStates"	0.757	0.673	-8.513	0.141	0.095	0	0.338	0.574	92.958	185806
"838"	"UnitedStates"	0.831	0.502	-4.045	0.046	0.101	0	0.122	0.101	100.541	205426
"839"	"UnitedStates"	0.505	0.34	-9.005	0.0438	0.576	0	0.21	0.0916	101.993	206458
"840"	"UnitedStates"	0.886	0.479	-8.054	0.334	0.077	0	0.135	0.408	130.029	158691
"841"	"UnitedStates"	0.735	0.478	-12.472	0.0293	0.189	2.48e-06	0.355	0.947	107.682	262960
"842"	"UnitedStates"	0.835	0.462	-6.227	0.155	0.513	0	0.0875	0.702	78.99	121671
"843"	"UnitedStates"	0.778	0.573	-7.339	0.251	0.015	0	0.464	0.269	140.114	198848
"844"	"UnitedStates"	0.882	0.602	-5.554	0.245	0.0177	0	0.178	0.43	142.959	183011
"845"	"UnitedStates"	0.794	0.793	-4.521	0.0842	0.0125	0	0.0952	0.677	123.941	183290
"846"	"UnitedStates"	0.367	0.111	-14.084	0.0972	0.978	3.97e-05	0.0897	0.198	82.642	196077
"847"	"UnitedStates"	0.499	0.8	-2.665	0.0502	0.0906	0	0.147	0.272	139.919	229573
"848"	"UnitedStates"	0.768	0.652	-2.708	0.307	0.113	0	0.107	0.777	154.187	144935
"849"	"UnitedStates"	0.598	0.68	-4.505	0.0331	0.06	0	0.324	0.437	134.002	228026
